krog,varianta,faza,vzorec,komponenta,cpu_raw,mem_raw
3,A-izhodisce,mirovanje,7,alertmanager,1.09,21.03MiB
3,A-izhodisce,mirovanje,8,prometheus,0.00,72.13MiB
3,A-izhodisce,mirovanje,8,node-exporter,0.00,9.152MiB
3,A-izhodisce,mirovanje,8,cadvisor,2.94,44.64MiB
3,A-izhodisce,mirovanje,8,grafana,0.41,53.39MiB
3,A-izhodisce,mirovanje,8,elasticsearch,1.45,1.974GiB
3,A-izhodisce,mirovanje,8,kibana,8.16,660.2MiB
3,A-izhodisce,mirovanje,8,logstash,4.86,770MiB
3,A-izhodisce,mirovanje,8,alertmanager,0.25,21.03MiB
3,A-izhodisce,mirovanje,9,prometheus,1.07,72.14MiB
3,A-izhodisce,mirovanje,9,node-exporter,0.00,9.152MiB
3,A-izhodisce,mirovanje,9,cadvisor,4.39,44.63MiB
3,A-izhodisce,mirovanje,9,grafana,0.36,53.39MiB
3,A-izhodisce,mirovanje,9,elasticsearch,1.03,1.974GiB
3,A-izhodisce,mirovanje,9,kibana,7.03,660.2MiB
3,A-izhodisce,mirovanje,9,logstash,3.95,770MiB
3,A-izhodisce,mirovanje,9,alertmanager,0.18,21.03MiB
3,A-izhodisce,mirovanje,10,prometheus,0.06,72.13MiB
3,A-izhodisce,mirovanje,10,node-exporter,0.00,9.344MiB
3,A-izhodisce,mirovanje,10,cadvisor,2.99,44.79MiB
3,A-izhodisce,mirovanje,10,grafana,0.09,53.39MiB
3,A-izhodisce,mirovanje,10,elasticsearch,1.55,1.974GiB
3,A-izhodisce,mirovanje,10,kibana,7.16,660.2MiB
3,A-izhodisce,mirovanje,10,logstash,9.14,770.1MiB
3,A-izhodisce,mirovanje,10,alertmanager,0.33,21.03MiB
3,A-izhodisce,obremenitev,1,prometheus,0.02,71.21MiB
3,A-izhodisce,obremenitev,1,node-exporter,0.00,9.141MiB
3,A-izhodisce,obremenitev,1,cadvisor,3.81,45.09MiB
3,A-izhodisce,obremenitev,1,grafana,0.04,53.39MiB
3,A-izhodisce,obremenitev,1,elasticsearch,7.24,1.974GiB
3,A-izhodisce,obremenitev,1,kibana,9.13,660.3MiB
3,A-izhodisce,obremenitev,1,logstash,38.45,803.7MiB
3,A-izhodisce,obremenitev,1,alertmanager,0.17,19.86MiB
3,A-izhodisce,obremenitev,2,prometheus,0.54,71.21MiB
3,A-izhodisce,obremenitev,2,node-exporter,3.24,9.145MiB
3,A-izhodisce,obremenitev,2,cadvisor,1.52,44.96MiB
3,A-izhodisce,obremenitev,2,grafana,0.21,53.39MiB
3,A-izhodisce,obremenitev,2,elasticsearch,9.34,1.974GiB
3,A-izhodisce,obremenitev,2,kibana,9.09,660.3MiB
3,A-izhodisce,obremenitev,2,logstash,29.47,819.3MiB
3,A-izhodisce,obremenitev,2,alertmanager,0.26,19.86MiB
3,A-izhodisce,obremenitev,3,prometheus,0.04,71.21MiB
3,A-izhodisce,obremenitev,3,node-exporter,0.00,9.145MiB
3,A-izhodisce,obremenitev,3,cadvisor,2.40,44.97MiB
3,A-izhodisce,obremenitev,3,grafana,0.35,53.39MiB
3,A-izhodisce,obremenitev,3,elasticsearch,5.00,1.974GiB
3,A-izhodisce,obremenitev,3,kibana,8.12,660.3MiB
3,A-izhodisce,obremenitev,3,logstash,29.20,819.9MiB
3,A-izhodisce,obremenitev,3,alertmanager,0.31,19.86MiB
3,A-izhodisce,obremenitev,4,prometheus,0.00,71.21MiB
3,A-izhodisce,obremenitev,4,node-exporter,0.00,9.145MiB
3,A-izhodisce,obremenitev,4,cadvisor,3.24,44.98MiB
3,A-izhodisce,obremenitev,4,grafana,0.07,53.4MiB
3,A-izhodisce,obremenitev,4,elasticsearch,10.94,1.974GiB
3,A-izhodisce,obremenitev,4,kibana,10.69,660.3MiB
3,A-izhodisce,obremenitev,4,logstash,65.18,820.6MiB
3,A-izhodisce,obremenitev,4,alertmanager,0.42,19.86MiB
3,A-izhodisce,obremenitev,5,prometheus,3.59,71.96MiB
3,A-izhodisce,obremenitev,5,node-exporter,0.00,9.184MiB
3,A-izhodisce,obremenitev,5,cadvisor,2.27,45.04MiB
3,A-izhodisce,obremenitev,5,grafana,0.28,53.4MiB
3,A-izhodisce,obremenitev,5,elasticsearch,14.74,1.974GiB
3,A-izhodisce,obremenitev,5,kibana,9.64,660.3MiB
3,A-izhodisce,obremenitev,5,logstash,25.77,820.9MiB
3,A-izhodisce,obremenitev,5,alertmanager,0.19,19.86MiB
3,A-izhodisce,obremenitev,6,prometheus,0.00,54.97MiB
3,A-izhodisce,obremenitev,6,node-exporter,0.00,9.184MiB
3,A-izhodisce,obremenitev,6,cadvisor,1.85,45.04MiB
3,A-izhodisce,obremenitev,6,grafana,0.14,53.4MiB
3,A-izhodisce,obremenitev,6,elasticsearch,9.22,1.974GiB
3,A-izhodisce,obremenitev,6,kibana,9.28,660.3MiB
3,A-izhodisce,obremenitev,6,logstash,21.18,820.8MiB
3,A-izhodisce,obremenitev,6,alertmanager,0.41,19.86MiB
3,A-izhodisce,obremenitev,7,prometheus,0.00,54.97MiB
3,A-izhodisce,obremenitev,7,node-exporter,0.00,9.184MiB
3,A-izhodisce,obremenitev,7,cadvisor,1.52,45.04MiB
3,A-izhodisce,obremenitev,7,grafana,0.13,53.4MiB
3,A-izhodisce,obremenitev,7,elasticsearch,7.26,1.974GiB
3,A-izhodisce,obremenitev,7,kibana,9.08,660.3MiB
3,A-izhodisce,obremenitev,7,logstash,19.80,820.8MiB
3,A-izhodisce,obremenitev,7,alertmanager,0.18,19.86MiB
3,A-izhodisce,obremenitev,8,prometheus,0.00,54.97MiB
3,A-izhodisce,obremenitev,8,node-exporter,0.00,9.203MiB
3,A-izhodisce,obremenitev,8,cadvisor,1.70,45.05MiB
3,A-izhodisce,obremenitev,8,grafana,0.20,53.4MiB
3,A-izhodisce,obremenitev,8,elasticsearch,7.76,1.974GiB
3,A-izhodisce,obremenitev,8,kibana,8.71,660.3MiB
3,A-izhodisce,obremenitev,8,logstash,28.81,820.9MiB
3,A-izhodisce,obremenitev,8,alertmanager,1.15,19.86MiB
3,A-izhodisce,obremenitev,9,prometheus,1.02,54.97MiB
3,A-izhodisce,obremenitev,9,node-exporter,0.00,9.203MiB
3,A-izhodisce,obremenitev,9,cadvisor,3.58,43.93MiB
3,A-izhodisce,obremenitev,9,grafana,0.39,53.4MiB
3,A-izhodisce,obremenitev,9,elasticsearch,12.14,1.974GiB
3,A-izhodisce,obremenitev,9,kibana,12.37,660.2MiB
3,A-izhodisce,obremenitev,9,logstash,28.12,821MiB
3,A-izhodisce,obremenitev,9,alertmanager,0.25,19.86MiB
3,A-izhodisce,obremenitev,10,prometheus,0.03,54.97MiB
3,A-izhodisce,obremenitev,10,node-exporter,0.00,9.203MiB
3,A-izhodisce,obremenitev,10,cadvisor,2.62,43.92MiB
3,A-izhodisce,obremenitev,10,grafana,0.09,53.4MiB
3,A-izhodisce,obremenitev,10,elasticsearch,8.10,1.974GiB
3,A-izhodisce,obremenitev,10,kibana,12.53,660.2MiB
3,A-izhodisce,obremenitev,10,logstash,20.23,821.1MiB
3,A-izhodisce,obremenitev,10,alertmanager,0.34,19.86MiB
3,B-brez-stdout,mirovanje,1,prometheus,0.20,50.85MiB
3,B-brez-stdout,mirovanje,1,node-exporter,0.00,9.277MiB
3,B-brez-stdout,mirovanje,1,cadvisor,2.20,45.35MiB
3,B-brez-stdout,mirovanje,1,grafana,0.15,53.43MiB
3,B-brez-stdout,mirovanje,1,elasticsearch,0.93,1.974GiB
3,B-brez-stdout,mirovanje,1,kibana,4.75,660.6MiB
3,B-brez-stdout,mirovanje,1,logstash,6.81,621.6MiB
3,B-brez-stdout,mirovanje,1,alertmanager,0.22,20.04MiB
3,B-brez-stdout,mirovanje,2,prometheus,0.04,50.85MiB
3,B-brez-stdout,mirovanje,2,node-exporter,0.00,9.277MiB
3,B-brez-stdout,mirovanje,2,cadvisor,3.16,45.37MiB
3,B-brez-stdout,mirovanje,2,grafana,0.03,53.43MiB
3,B-brez-stdout,mirovanje,2,elasticsearch,1.61,1.974GiB
3,B-brez-stdout,mirovanje,2,kibana,6.00,660.6MiB
3,B-brez-stdout,mirovanje,2,logstash,5.12,621.7MiB
3,B-brez-stdout,mirovanje,2,alertmanager,0.28,20.04MiB
3,B-brez-stdout,mirovanje,3,prometheus,0.35,50.86MiB
3,B-brez-stdout,mirovanje,3,node-exporter,0.00,9.277MiB
3,B-brez-stdout,mirovanje,3,cadvisor,2.26,45.36MiB
3,B-brez-stdout,mirovanje,3,grafana,0.07,53.43MiB
3,B-brez-stdout,mirovanje,3,elasticsearch,2.17,1.974GiB
3,B-brez-stdout,mirovanje,3,kibana,7.29,660.6MiB
3,B-brez-stdout,mirovanje,3,logstash,7.25,621.8MiB
3,B-brez-stdout,mirovanje,3,alertmanager,0.21,20.04MiB
3,B-brez-stdout,mirovanje,4,prometheus,0.92,51.55MiB
3,B-brez-stdout,mirovanje,4,node-exporter,0.00,9.277MiB
3,B-brez-stdout,mirovanje,4,cadvisor,7.00,45.36MiB
3,B-brez-stdout,mirovanje,4,grafana,0.05,53.43MiB
3,B-brez-stdout,mirovanje,4,elasticsearch,1.38,1.974GiB
3,B-brez-stdout,mirovanje,4,kibana,6.75,660.6MiB
3,B-brez-stdout,mirovanje,4,logstash,6.75,622.1MiB
3,B-brez-stdout,mirovanje,4,alertmanager,0.17,20.04MiB
3,B-brez-stdout,mirovanje,5,prometheus,0.03,51.55MiB
3,B-brez-stdout,mirovanje,5,node-exporter,0.00,9.305MiB
3,B-brez-stdout,mirovanje,5,cadvisor,2.98,45.37MiB
3,B-brez-stdout,mirovanje,5,grafana,0.10,53.43MiB
3,B-brez-stdout,mirovanje,5,elasticsearch,0.83,1.974GiB
3,B-brez-stdout,mirovanje,5,kibana,4.79,660.6MiB
3,B-brez-stdout,mirovanje,5,logstash,7.52,622.2MiB
3,B-brez-stdout,mirovanje,5,alertmanager,0.20,20.67MiB
3,B-brez-stdout,mirovanje,6,prometheus,0.18,51.55MiB
3,B-brez-stdout,mirovanje,6,node-exporter,0.00,9.305MiB
3,B-brez-stdout,mirovanje,6,cadvisor,1.51,45.36MiB
3,B-brez-stdout,mirovanje,6,grafana,0.05,53.43MiB
3,B-brez-stdout,mirovanje,6,elasticsearch,4.21,1.974GiB
3,B-brez-stdout,mirovanje,6,kibana,8.27,660.6MiB
3,B-brez-stdout,mirovanje,6,logstash,13.24,622.7MiB
3,B-brez-stdout,mirovanje,6,alertmanager,0.15,20.67MiB
3,B-brez-stdout,mirovanje,7,prometheus,0.82,51.61MiB
3,B-brez-stdout,mirovanje,7,node-exporter,0.00,9.305MiB
3,B-brez-stdout,mirovanje,7,cadvisor,3.49,45.75MiB
3,B-brez-stdout,mirovanje,7,grafana,0.10,53.43MiB
3,B-brez-stdout,mirovanje,7,elasticsearch,3.49,1.974GiB
3,B-brez-stdout,mirovanje,7,kibana,7.04,660.6MiB
3,B-brez-stdout,mirovanje,7,logstash,8.18,622.9MiB
3,B-brez-stdout,mirovanje,7,alertmanager,0.15,20.67MiB
3,B-brez-stdout,mirovanje,8,prometheus,0.09,51.61MiB
3,B-brez-stdout,mirovanje,8,node-exporter,0.00,9.379MiB
3,B-brez-stdout,mirovanje,8,cadvisor,2.80,45.76MiB
3,B-brez-stdout,mirovanje,8,grafana,0.10,53.43MiB
3,B-brez-stdout,mirovanje,8,elasticsearch,0.64,1.974GiB
3,B-brez-stdout,mirovanje,8,kibana,4.80,660.6MiB
3,B-brez-stdout,mirovanje,8,logstash,4.56,623.1MiB
3,B-brez-stdout,mirovanje,8,alertmanager,0.23,20.67MiB
3,B-brez-stdout,mirovanje,9,prometheus,0.12,51.61MiB
3,B-brez-stdout,mirovanje,9,node-exporter,0.00,9.379MiB
3,B-brez-stdout,mirovanje,9,cadvisor,2.42,45.76MiB
3,B-brez-stdout,mirovanje,9,grafana,0.39,53.43MiB
3,B-brez-stdout,mirovanje,9,elasticsearch,0.98,1.974GiB
3,B-brez-stdout,mirovanje,9,kibana,4.94,660.6MiB
3,B-brez-stdout,mirovanje,9,logstash,3.07,623.2MiB
3,B-brez-stdout,mirovanje,9,alertmanager,0.24,20.67MiB
3,B-brez-stdout,mirovanje,10,prometheus,0.26,51.61MiB
3,B-brez-stdout,mirovanje,10,node-exporter,0.00,9.379MiB
3,B-brez-stdout,mirovanje,10,cadvisor,2.13,45.78MiB
3,B-brez-stdout,mirovanje,10,grafana,0.24,53.43MiB
3,B-brez-stdout,mirovanje,10,elasticsearch,2.29,1.974GiB
3,B-brez-stdout,mirovanje,10,kibana,7.63,660.6MiB
3,B-brez-stdout,mirovanje,10,logstash,5.97,623.3MiB
3,B-brez-stdout,mirovanje,10,alertmanager,0.29,20.67MiB
3,B-brez-stdout,obremenitev,1,prometheus,0.00,52.8MiB
3,B-brez-stdout,obremenitev,1,node-exporter,0.00,9.285MiB
3,B-brez-stdout,obremenitev,1,cadvisor,3.14,45.82MiB
3,B-brez-stdout,obremenitev,1,grafana,0.02,53.43MiB
3,B-brez-stdout,obremenitev,1,elasticsearch,6.41,1.974GiB
3,B-brez-stdout,obremenitev,1,kibana,9.17,660.6MiB
3,B-brez-stdout,obremenitev,1,logstash,29.55,770.7MiB
3,B-brez-stdout,obremenitev,1,alertmanager,0.26,21.04MiB
3,B-brez-stdout,obremenitev,2,prometheus,0.00,52.79MiB
3,B-brez-stdout,obremenitev,2,node-exporter,0.00,9.285MiB
3,B-brez-stdout,obremenitev,2,cadvisor,3.34,45.82MiB
3,B-brez-stdout,obremenitev,2,grafana,0.14,53.43MiB
3,B-brez-stdout,obremenitev,2,elasticsearch,16.81,1.974GiB
3,B-brez-stdout,obremenitev,2,kibana,15.23,660.6MiB
3,B-brez-stdout,obremenitev,2,logstash,37.67,771.3MiB
3,B-brez-stdout,obremenitev,2,alertmanager,0.35,21.04MiB
3,B-brez-stdout,obremenitev,3,prometheus,1.33,52.84MiB
3,B-brez-stdout,obremenitev,3,node-exporter,0.00,9.285MiB
3,B-brez-stdout,obremenitev,3,cadvisor,2.66,45.82MiB
3,B-brez-stdout,obremenitev,3,grafana,0.18,53.43MiB
3,B-brez-stdout,obremenitev,3,elasticsearch,6.47,1.974GiB
3,B-brez-stdout,obremenitev,3,kibana,8.53,660.6MiB
3,B-brez-stdout,obremenitev,3,logstash,21.80,771.6MiB
3,B-brez-stdout,obremenitev,3,alertmanager,0.48,21.08MiB
3,B-brez-stdout,obremenitev,4,prometheus,0.00,52.82MiB
3,B-brez-stdout,obremenitev,4,node-exporter,0.00,9.387MiB
3,B-brez-stdout,obremenitev,4,cadvisor,8.18,45.95MiB
3,B-brez-stdout,obremenitev,4,grafana,1.95,53.43MiB
3,B-brez-stdout,obremenitev,4,elasticsearch,16.98,1.974GiB
3,B-brez-stdout,obremenitev,4,kibana,16.42,660.6MiB
3,B-brez-stdout,obremenitev,4,logstash,33.40,773.3MiB
3,B-brez-stdout,obremenitev,4,alertmanager,2.21,21.15MiB
3,B-brez-stdout,obremenitev,5,prometheus,0.08,52.82MiB
3,B-brez-stdout,obremenitev,5,node-exporter,0.00,9.387MiB
3,B-brez-stdout,obremenitev,5,cadvisor,5.42,45.82MiB
3,B-brez-stdout,obremenitev,5,grafana,0.27,53.43MiB
3,B-brez-stdout,obremenitev,5,elasticsearch,15.59,1.974GiB
3,B-brez-stdout,obremenitev,5,kibana,19.51,663.4MiB
3,B-brez-stdout,obremenitev,5,logstash,24.92,773.5MiB
3,B-brez-stdout,obremenitev,5,alertmanager,0.27,21.15MiB
3,B-brez-stdout,obremenitev,6,prometheus,2.16,53.68MiB
3,B-brez-stdout,obremenitev,6,node-exporter,12.47,9.016MiB
3,B-brez-stdout,obremenitev,6,cadvisor,6.68,45.82MiB
3,B-brez-stdout,obremenitev,6,grafana,0.68,53.43MiB
3,B-brez-stdout,obremenitev,6,elasticsearch,16.78,1.974GiB
3,B-brez-stdout,obremenitev,6,kibana,23.35,663.4MiB
3,B-brez-stdout,obremenitev,6,logstash,43.10,790.3MiB
3,B-brez-stdout,obremenitev,6,alertmanager,0.35,21.15MiB
3,B-brez-stdout,obremenitev,7,prometheus,1.71,53.69MiB
3,B-brez-stdout,obremenitev,7,node-exporter,0.00,9.016MiB
3,B-brez-stdout,obremenitev,7,cadvisor,4.88,45.82MiB
3,B-brez-stdout,obremenitev,7,grafana,0.11,53.43MiB
3,B-brez-stdout,obremenitev,7,elasticsearch,23.27,1.974GiB
3,B-brez-stdout,obremenitev,7,kibana,19.25,663.4MiB
3,B-brez-stdout,obremenitev,7,logstash,74.82,823.7MiB
3,B-brez-stdout,obremenitev,7,alertmanager,0.85,21.24MiB
3,B-brez-stdout,obremenitev,8,prometheus,0.00,53.68MiB
3,B-brez-stdout,obremenitev,8,node-exporter,0.00,9.016MiB
3,B-brez-stdout,obremenitev,8,cadvisor,2.55,45.81MiB
3,B-brez-stdout,obremenitev,8,grafana,0.12,53.43MiB
3,B-brez-stdout,obremenitev,8,elasticsearch,8.96,1.974GiB
3,B-brez-stdout,obremenitev,8,kibana,13.20,663.4MiB
3,B-brez-stdout,obremenitev,8,logstash,24.02,823.8MiB
3,B-brez-stdout,obremenitev,8,alertmanager,0.24,21.24MiB
3,B-brez-stdout,obremenitev,9,prometheus,0.11,54.45MiB
3,B-brez-stdout,obremenitev,9,node-exporter,0.00,9.02MiB
3,B-brez-stdout,obremenitev,9,cadvisor,3.16,45.82MiB
3,B-brez-stdout,obremenitev,9,grafana,1.46,53.43MiB
3,B-brez-stdout,obremenitev,9,elasticsearch,10.33,1.974GiB
3,B-brez-stdout,obremenitev,9,kibana,13.84,663.4MiB
3,B-brez-stdout,obremenitev,9,logstash,29.60,823.8MiB
3,B-brez-stdout,obremenitev,9,alertmanager,0.88,21.29MiB
3,B-brez-stdout,obremenitev,10,prometheus,0.57,54.45MiB
3,B-brez-stdout,obremenitev,10,node-exporter,0.00,9.02MiB
3,B-brez-stdout,obremenitev,10,cadvisor,7.54,45.82MiB
3,B-brez-stdout,obremenitev,10,grafana,0.35,53.43MiB
3,B-brez-stdout,obremenitev,10,elasticsearch,19.10,1.974GiB
3,B-brez-stdout,obremenitev,10,kibana,15.47,663.4MiB
3,B-brez-stdout,obremenitev,10,logstash,40.24,823.8MiB
3,B-brez-stdout,obremenitev,10,alertmanager,0.26,21.29MiB
3,C-samo-filter,mirovanje,1,prometheus,0.17,53.06MiB
3,C-samo-filter,mirovanje,1,node-exporter,0.00,8.859MiB
3,C-samo-filter,mirovanje,1,cadvisor,2.00,45.96MiB
3,C-samo-filter,mirovanje,1,grafana,0.12,53.43MiB
3,C-samo-filter,mirovanje,1,elasticsearch,1.65,1.974GiB
3,C-samo-filter,mirovanje,1,kibana,7.85,663.5MiB
3,C-samo-filter,mirovanje,1,logstash,4.81,763.6MiB
3,C-samo-filter,mirovanje,1,alertmanager,0.23,19.58MiB
3,C-samo-filter,mirovanje,2,prometheus,0.17,53.06MiB
3,C-samo-filter,mirovanje,2,node-exporter,0.00,8.859MiB
3,C-samo-filter,mirovanje,2,cadvisor,2.22,46.09MiB
3,C-samo-filter,mirovanje,2,grafana,0.04,53.43MiB
3,C-samo-filter,mirovanje,2,elasticsearch,1.07,1.974GiB
3,C-samo-filter,mirovanje,2,kibana,4.67,663.5MiB
3,C-samo-filter,mirovanje,2,logstash,4.37,763.8MiB
3,C-samo-filter,mirovanje,2,alertmanager,0.15,18.83MiB
3,C-samo-filter,mirovanje,3,prometheus,0.01,53.07MiB
3,C-samo-filter,mirovanje,3,node-exporter,0.00,8.859MiB
3,C-samo-filter,mirovanje,3,cadvisor,2.88,46MiB
3,C-samo-filter,mirovanje,3,grafana,0.09,53.43MiB
3,C-samo-filter,mirovanje,3,elasticsearch,1.73,1.974GiB
3,C-samo-filter,mirovanje,3,kibana,6.04,663.5MiB
3,C-samo-filter,mirovanje,3,logstash,4.58,763.9MiB
3,C-samo-filter,mirovanje,3,alertmanager,0.21,18.83MiB
3,C-samo-filter,mirovanje,4,prometheus,0.01,53.07MiB
3,C-samo-filter,mirovanje,4,node-exporter,0.00,8.859MiB
3,C-samo-filter,mirovanje,4,cadvisor,2.50,46MiB
3,C-samo-filter,mirovanje,4,grafana,0.27,53.43MiB
3,C-samo-filter,mirovanje,4,elasticsearch,1.21,1.974GiB
3,C-samo-filter,mirovanje,4,kibana,6.48,663.5MiB
3,C-samo-filter,mirovanje,4,logstash,7.35,764.1MiB
3,C-samo-filter,mirovanje,4,alertmanager,0.15,18.83MiB
3,C-samo-filter,mirovanje,5,prometheus,0.73,53.08MiB
3,C-samo-filter,mirovanje,5,node-exporter,3.33,9.062MiB
3,C-samo-filter,mirovanje,5,cadvisor,2.60,46MiB
3,C-samo-filter,mirovanje,5,grafana,0.11,53.43MiB
3,C-samo-filter,mirovanje,5,elasticsearch,1.20,1.974GiB
3,C-samo-filter,mirovanje,5,kibana,5.87,663.5MiB
3,C-samo-filter,mirovanje,5,logstash,8.48,764.3MiB
3,C-samo-filter,mirovanje,5,alertmanager,0.23,18.83MiB
3,C-samo-filter,mirovanje,6,prometheus,0.03,53.06MiB
3,C-samo-filter,mirovanje,6,node-exporter,0.00,9.059MiB
3,C-samo-filter,mirovanje,6,cadvisor,2.16,45.99MiB
3,C-samo-filter,mirovanje,6,grafana,0.03,53.43MiB
3,C-samo-filter,mirovanje,6,elasticsearch,1.80,1.974GiB
3,C-samo-filter,mirovanje,6,kibana,5.35,663.5MiB
3,C-samo-filter,mirovanje,6,logstash,8.59,764.5MiB
3,C-samo-filter,mirovanje,6,alertmanager,0.26,18.83MiB
3,C-samo-filter,mirovanje,7,prometheus,0.02,53.06MiB
3,C-samo-filter,mirovanje,7,node-exporter,0.00,9.059MiB
3,C-samo-filter,mirovanje,7,cadvisor,1.61,45.99MiB
3,C-samo-filter,mirovanje,7,grafana,0.11,53.43MiB
3,C-samo-filter,mirovanje,7,elasticsearch,1.03,1.974GiB
3,C-samo-filter,mirovanje,7,kibana,4.33,663.5MiB
3,C-samo-filter,mirovanje,7,logstash,9.17,764.7MiB
3,C-samo-filter,mirovanje,7,alertmanager,0.15,18.83MiB
3,C-samo-filter,mirovanje,8,prometheus,0.48,53.07MiB
3,C-samo-filter,mirovanje,8,node-exporter,1.43,9.254MiB
3,C-samo-filter,mirovanje,8,cadvisor,2.20,45.99MiB
3,C-samo-filter,mirovanje,8,grafana,0.05,53.43MiB
3,C-samo-filter,mirovanje,8,elasticsearch,1.47,1.974GiB
3,C-samo-filter,mirovanje,8,kibana,5.10,663.5MiB
3,C-samo-filter,mirovanje,8,logstash,6.29,764.9MiB
3,C-samo-filter,mirovanje,8,alertmanager,0.16,18.83MiB
3,C-samo-filter,mirovanje,9,prometheus,0.03,53.06MiB
3,C-samo-filter,mirovanje,9,node-exporter,0.00,9.254MiB
3,C-samo-filter,mirovanje,9,cadvisor,1.90,46.18MiB
3,C-samo-filter,mirovanje,9,grafana,0.61,53.43MiB
3,C-samo-filter,mirovanje,9,elasticsearch,1.35,1.974GiB
3,C-samo-filter,mirovanje,9,kibana,3.51,663.5MiB
3,C-samo-filter,mirovanje,9,logstash,2.44,765MiB
3,C-samo-filter,mirovanje,9,alertmanager,0.29,18.83MiB
3,C-samo-filter,mirovanje,10,prometheus,0.02,53.06MiB
3,C-samo-filter,mirovanje,10,node-exporter,0.00,9.254MiB
3,C-samo-filter,mirovanje,10,cadvisor,1.70,46.18MiB
3,C-samo-filter,mirovanje,10,grafana,0.03,53.46MiB
3,C-samo-filter,mirovanje,10,elasticsearch,1.48,1.974GiB
3,C-samo-filter,mirovanje,10,kibana,5.28,663.5MiB
3,C-samo-filter,mirovanje,10,logstash,3.04,765.2MiB
3,C-samo-filter,mirovanje,10,alertmanager,0.13,18.83MiB
3,C-samo-filter,obremenitev,1,prometheus,1.31,53.1MiB
3,C-samo-filter,obremenitev,1,node-exporter,0.00,9.105MiB
3,C-samo-filter,obremenitev,1,cadvisor,4.51,46.18MiB
3,C-samo-filter,obremenitev,1,grafana,0.35,53.45MiB
3,C-samo-filter,obremenitev,1,elasticsearch,5.97,1.975GiB
3,C-samo-filter,obremenitev,1,kibana,12.48,663.5MiB
3,C-samo-filter,obremenitev,1,logstash,28.43,805.2MiB
3,C-samo-filter,obremenitev,1,alertmanager,0.43,20.55MiB
3,C-samo-filter,obremenitev,2,prometheus,0.00,53.1MiB
3,C-samo-filter,obremenitev,2,node-exporter,0.00,9.105MiB
3,C-samo-filter,obremenitev,2,cadvisor,6.87,46.18MiB
3,C-samo-filter,obremenitev,2,grafana,0.13,53.45MiB
3,C-samo-filter,obremenitev,2,elasticsearch,10.54,1.975GiB
3,C-samo-filter,obremenitev,2,kibana,11.38,663.5MiB
3,C-samo-filter,obremenitev,2,logstash,24.92,805.7MiB
3,C-samo-filter,obremenitev,2,alertmanager,0.20,20.57MiB
3,C-samo-filter,obremenitev,3,prometheus,0.00,53.1MiB
3,C-samo-filter,obremenitev,3,node-exporter,0.00,9.105MiB
3,C-samo-filter,obremenitev,3,cadvisor,2.54,46.3MiB
3,C-samo-filter,obremenitev,3,grafana,3.38,53.45MiB
3,C-samo-filter,obremenitev,3,elasticsearch,6.81,1.975GiB
3,C-samo-filter,obremenitev,3,kibana,11.71,663.5MiB
3,C-samo-filter,obremenitev,3,logstash,20.76,806.3MiB
3,C-samo-filter,obremenitev,3,alertmanager,0.32,20.58MiB
3,C-samo-filter,obremenitev,4,prometheus,0.00,51.68MiB
3,C-samo-filter,obremenitev,4,node-exporter,0.00,9.012MiB
3,C-samo-filter,obremenitev,4,cadvisor,2.51,46.18MiB
3,C-samo-filter,obremenitev,4,grafana,0.08,53.45MiB
3,C-samo-filter,obremenitev,4,elasticsearch,6.87,1.975GiB
3,C-samo-filter,obremenitev,4,kibana,10.92,663.6MiB
3,C-samo-filter,obremenitev,4,logstash,12.63,806.9MiB
3,C-samo-filter,obremenitev,4,alertmanager,0.91,20.59MiB
3,C-samo-filter,obremenitev,5,prometheus,0.18,51.68MiB
3,C-samo-filter,obremenitev,5,node-exporter,0.00,9.012MiB
3,C-samo-filter,obremenitev,5,cadvisor,5.87,46.18MiB
3,C-samo-filter,obremenitev,5,grafana,0.09,53.45MiB
3,C-samo-filter,obremenitev,5,elasticsearch,6.25,1.975GiB
3,C-samo-filter,obremenitev,5,kibana,7.08,663.6MiB
3,C-samo-filter,obremenitev,5,logstash,27.80,807.3MiB
3,C-samo-filter,obremenitev,5,alertmanager,0.13,20.59MiB
3,C-samo-filter,obremenitev,6,prometheus,0.06,51.68MiB
3,C-samo-filter,obremenitev,6,node-exporter,0.00,9.012MiB
3,C-samo-filter,obremenitev,6,cadvisor,2.03,46.18MiB
3,C-samo-filter,obremenitev,6,grafana,0.12,53.45MiB
3,C-samo-filter,obremenitev,6,elasticsearch,7.92,1.975GiB
3,C-samo-filter,obremenitev,6,kibana,9.35,663.6MiB
3,C-samo-filter,obremenitev,6,logstash,18.87,807.2MiB
3,C-samo-filter,obremenitev,6,alertmanager,0.21,20.59MiB
3,C-samo-filter,obremenitev,7,prometheus,0.00,51.68MiB
3,C-samo-filter,obremenitev,7,node-exporter,0.00,9.027MiB
3,C-samo-filter,obremenitev,7,cadvisor,3.03,46.18MiB
3,C-samo-filter,obremenitev,7,grafana,0.21,53.45MiB
3,C-samo-filter,obremenitev,7,elasticsearch,8.54,1.975GiB
3,C-samo-filter,obremenitev,7,kibana,9.63,663.6MiB
3,C-samo-filter,obremenitev,7,logstash,18.38,807.3MiB
3,C-samo-filter,obremenitev,7,alertmanager,0.36,20.59MiB
3,C-samo-filter,obremenitev,8,prometheus,0.78,51.68MiB
3,C-samo-filter,obremenitev,8,node-exporter,0.00,9.027MiB
